"","subject","session","site","cnr","efc","fber","fwhm","qi1","snr"
"2442","0025042",1,"NYU_2",10.4189739227295,0.364693396487232,189.546652861087,3.92626,0.0512004593899411,14.2516822814941
"2443","0025042",2,"NYU_2",9.80263900756836,0.368398036327724,172.976143524498,3.9192,0.0371350218210704,13.9359788894653
"2444","0025043",1,"NYU_2",15.3055191040039,0.397998287788141,337.984824091379,3.96686,0.0297011807989302,20.1460056304932
"2445","0025043",2,"NYU_2",13.6340026855469,0.393053327575851,264.887659206876,3.96981,0.0542759941827781,17.9692802429199
"2446","0025044",1,"NYU_2",11.8681879043579,0.409128755029646,257.277387897429,3.97545,0.0518206008547395,19.0340137481689
"2447","0025044",2,"NYU_2",13.121018409729,0.418175237806603,308.76276468866,3.97024,0.0463464492527091,20.3620185852051
"2448","0025045",1,"NYU_2",10.1757726669312,0.354153952623835,180.758915577482,3.9123,0.0488073083956901,14.3655481338501
"2449","0025045",2,"NYU_2",12.4169502258301,0.350279561101768,229.738202263506,3.89468,0.0322430553009186,15.9825134277344
"2450","0025046",1,"NYU_2",8.44541454315186,0.40160956453727,197.545252873642,3.87054,0.0296353055946631,15.3743152618408
"2451","0025046",2,"NYU_2",9.4023847579956,0.398702312752917,188.021914141617,3.83185,0.0565169289552593,14.5389614105225
"2452","0025047",1,"NYU_2",12.6754093170166,0.401943233424725,295.057512338326,3.77889,0.0451410507047866,18.522554397583
"2453","0025047",2,"NYU_2",10.6771287918091,0.406613082609489,230.024031439053,3.81619,0.0477962319898045,16.0549545288086
"2454","0025047",3,"NYU_2",12.797233581543,0.406929646945106,296.009043582544,3.83052,0.038783946768308,18.7232074737549
"2455","0025048",1,"NYU_2",11.8442029953003,0.365009551151414,206.439615958508,4.03496,0.0536613406318369,14.8806991577148
"2456","0025048",2,"NYU_2",12.5983095169067,0.364864417277166,233.205720619646,4.02669,0.0662162956797191,15.9220781326294
"2457","0025049",1,"NYU_2",10.725923538208,0.440536633803177,227.404263936799,3.66853,0.0415175338588137,16.8145847320557
"2458","0025049",2,"NYU_2",11.2565469741821,0.448777697728884,240.705681217583,3.83198,0.0409846320869315,17.5213356018066
"2459","0025050",1,"NYU_2",10.286153793335,0.45656893190368,157.97755731477,4.07753,0.0639260606302966,14.1710805892944
"2460","0025050",2,"NYU_2",9.22684288024902,0.460553870418991,145.398449778507,4.12082,0.0650846837535855,14.1239452362061
"2461","0025051",1,"NYU_2",12.2617340087891,0.383740031823174,340.88418351725,4.14077,0.0384032889016898,17.33518409729
"2462","0025051",2,"NYU_2",13.706488609314,0.364605889990527,445.606614999084,4.73825,0.0407409545470589,18.7845573425293
"2463","0025052",1,"NYU_2",7.74857568740845,0.44499262837668,145.150711731912,3.97227,0.0471544625302428,13.1401996612549
"2464","0025052",2,"NYU_2",7.89763021469116,0.431154221547617,122.314140242377,4.09878,0.0776396889389491,11.6276264190674
"2465","0025053",1,"NYU_2",13.8676948547363,0.407992168636905,357.517828862211,3.78113,0.0491213749846754,21.4767646789551
"2466","0025053",2,"NYU_2",12.6166534423828,0.395125189816618,291.521233986308,3.68065,0.0523161411506531,19.0206127166748
"2467","0025054",1,"NYU_2",10.4950313568115,0.424413496611023,269.474059999611,3.72629,0.0324179713243337,17.9576511383057
"2468","0025054",2,"NYU_2",10.3414335250854,0.415027310543811,267.119363947399,3.79985,0.0335143658500696,18.0106658935547
"2469","0025055",1,"NYU_2",12.9070873260498,0.415254539240161,216.335936645527,4.11535,0.0542424247632013,15.9322805404663
"2470","0025055",2,"NYU_2",12.3420896530151,0.418251619330242,203.808739581753,4.09583,0.0610903674495526,16.0005187988281
"2471","0025056",1,"NYU_2",11.8314971923828,0.424635119848002,221.285254167968,4.00007,0.0552401164470322,16.3580455780029
"2472","0025056",2,"NYU_2",11.9441232681274,0.424209463956723,218.748336094128,4.03908,0.0617874005308199,16.0574932098389
"2473","0025057",1,"NYU_2",14.1793050765991,0.392697081764768,332.061567595919,3.94885,0.0462629176605504,20.0487995147705
"2474","0025057",2,"NYU_2",11.6850309371948,0.388548777432995,224.113322818508,3.99996,0.0415317158940343,16.0376167297363
"2475","0025058",1,"NYU_2",10.0837020874023,0.402148430717736,172.657338604342,3.64251,0.0842102798762349,13.5088300704956
"2476","0025058",2,"NYU_2",8.27606678009033,0.392350013752785,204.167409112041,3.61588,0.0729288616279479,15.2528553009033
"2477","0025059",1,"NYU_2",1.98500597476959,0.375356839919592,28.7017982086256,4.6349,0.0809551092392396,5.53513336181641
"2478","0025059",2,"NYU_2",13.7314472198486,0.386478268614233,241.896959567001,3.62195,0.0598411674141188,14.956356048584
"2479","0025060",1,"NYU_2",8.69206428527832,0.425147889355134,146.786206262928,3.57209,0.0862509844023196,12.6621656417847
"2480","0025060",2,"NYU_2",8.63961601257324,0.419010977587287,168.817498965781,3.71328,0.0702684631592042,14.219838142395
"2481","0025061",1,"NYU_2",7.75077533721924,0.427706944770644,157.313591474953,4.28755,0.0697189880178321,14.1029510498047
"2482","0025061",2,"NYU_2",8.41589164733887,0.428911564640446,128.572552329908,4.2584,0.0540818306016568,12.4475431442261
